CÓDIGO_INSTITUCIÓN_PADRE;CÓDIGO_INSTITUCIÓN;NOMBRE_INSTITUCIÓN;ESTADO_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;REGISTRO_UNICO;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;TITULO_OTORGADO;ESTADO_PROGRAMA;JUSTIFICACION;JUSTIFICACION_DETALLADA;RECONOCIMIENTO_DEL_MINISTERIO;RESOLUCIÓN_DE_APROBACIÓN;FECHA_DE_RESOLUCIÓN;VIGENCIA_AÑOS;FECHA_DE_REGISTRO_EN_SNIES;CAMPO_AMPLIO;CAMPO_ESPECÍFIC;CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;PERIODICIDAD;SE_OFRECE_POR_CICLOS_PROPEDÉUT;PERIODICIDAD_ADMISIONES;PROGRAMA_EN_CONVENIO;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;COSTO_MATRÍCULA_ESTUD_NUEVOS
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;109783;109783;INGENIERÍA DE SISTEMAS;INGENIERO DE SISTEMAS;Activo;;;Registro calificado;172;44200;7;44216,87131;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Sin clasificar;Sin clasificar;Pregrado;Universitaria;Distancia (virtual);150;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;15462;180540040607624801200;INGENIERIA DE SISTEMAS Y TELEMATICA;INGENIERO DE SISTEMAS Y TELEMATICA;Inactivo;;;n/a;;;;37302;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Valle del Cauca;El Cerrito;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3708;180540040607600111100;INGENIERIA DE SISTEMAS Y TELEMATICA;INGENIERO DE SISTEMAS Y TELEMATICA;Inactivo;;;n/a;;;;35875,34889;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;5808;180540040607624801100;INGENIERIA DE SISTEMAS Y TELEMATICA;INGENIERO DE SISTEMAS Y TELEMATICA;Inactivo;;;n/a;;;;35875,34946;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;El Cerrito;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;8900;180546210381100101100;INGENIERIA ELECTRONICA;INGENIERO ELECTRONICO;Inactivo;;;n/a;;;;36377,68608;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;15334;180546210381100101200;INGENIERIA ELECTRONICA;INGENIERIA ELECTRONICA;Inactivo;;;n/a;;;;37288;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;;N;Bogotá D.C.;Bogotá, D.C.;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3697;180546210387600111100;INGENIERIA ELECTRONICA;INGENIERO ELECTRONICO;Inactivo;;Se inactiva por vencimiento de registro calificado;Registro calificado;10920;40875;7;35875,34889;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;165;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;107490;107490;INGENIERIA ELECTRONICA.;INGENIERO ELECTRONICO;Activo;;;Registro calificado;17424;43403;7;43412,77549;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;156;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106483;106483;INGENIERÍA EN ENERGÍAS;INGENIERO EN ENERGÍAS;Activo;;;Registro calificado;19686;43006;7;43013,6574;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electricidad y energía;Ingeniería, arquitectura, urbanismo y afines;Ingeniería eléctrica y afines;Pregrado;Universitaria;Presencial;164;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;4185342
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;8898;180546700421100101100;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Inactivo;;;n/a;;;;36377,63325;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;5806;180546700421945501100;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Inactivo;;;n/a;;;;35875,34946;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Cauca;Miranda;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;15333;180546700421100101200;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Inactivo;;;n/a;;;;37288;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;;N;Bogotá D.C.;Bogotá, D.C.;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;2929;180546700427600111100;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Activo;;;Acreditación de alta calidad;19166;42643;5;35875,3487;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;170;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;4642254
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;14360;180546210001100101200;INGENIERIA MECANICA;INGENIERO MECANICO;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Bogotá D.C.;Bogotá, D.C.;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;15387;180546210007600111200;INGENIERIA MECANICA;INGENIERO MECANICO;Inactivo;;;n/a;;;;37294;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3696;180546210007600111100;INGENIERIA MECANICA;INGENIERO MECANICO;Inactivo;;;n/a;;;;35875,34889;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;8924;180546210001100101100;INGENIERIA MECANICA;INGENIERO MECANICO;Inactivo;;;n/a;;;;36381,47132;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;4631;180546100287600111100;INSTRUMENTACION QUIRURGICA;INSTRUMENTADOR (A) QUIRURGICO;Activo;;;Registro calificado;9777;41485;8,5;35875,34912;Salud y Bienestar;Salud;Salud no clasificada en otra parte;Ciencias de la salud;Instrumentación quirúrgica;Pregrado;Universitaria;Presencial;152;8;Semestral;No;Semestral;N;Valle del Cauca;Cali;5456867
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;101709;101709;LICENCIATURA EN  CIENCIAS NATURALES Y EDUCACION AMBIENTAL;LICENCIADO EN   CIENCIAS NATURALES Y EDUCACION AMBIENTAL;Inactivo;;Inactivar por solicitud de la ies 2018-er-209225;n/a;;;;41058,39529;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;157;9;Semestral;No;;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;20882;180543725007600111100;LICENCIATURA EN  EDUCACION BASICA CON  ENFASIS  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;LICENCIADO EN  EDUCACION BASICA CON  ENFASIS  EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;Inactivo;;;Registro calificado;5414;41047;7;38343;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;163;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;1474;180545745407600111200;LICENCIATURA EN BIOLOGIA Y QUIMICA;LICENCIADO EN BIOLOGIA Y QUIMICA;Inactivo;;;n/a;;;;35875,34837;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;2609;180545103707600111201;LICENCIATURA EN CIENCIAS DE LA EDUCACION- MATEMATICAS;LICENCIADO EN CIENCIAS DE LA EDUCACION, ESPECIALIDAD MATEMAT. CON ENFASIS EN COMPUTACION;Inactivo;;;n/a;;;;35875,34865;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106441;106441;LICENCIATURA EN CIENCIAS NATURALES;LICENCIADO EN CIENCIAS NATURALES;Activo;;;Registro calificado;17975;42986;7;42991,9122;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;162;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;2009911
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;90928;90928;LICENCIATURA EN CIENCIAS SOCIALES;LICENCIADO(A) EN CIENCIAS SOCIALES;Inactivo;;Registro calificado no renovado;n/a;;;;40525,5233;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;161;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;1470;180543703007600111200;LICENCIATURA EN CIENCIAS SOCIALES;LICENCIADO EN CIENCIAS SOCIALES;Inactivo;;;n/a;;;;35875,34837;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106625;106625;LICENCIATURA EN CIENCIAS SOCIALES.;LICENCIADO EN CIENCIAS SOCIALES.;Activo;;;Registro calificado;29524;43098;7;43112,80066;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;160;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;1655048
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;14028;180543000007600113400;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;LICENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;Inactivo;;;Registro calificado;10204;40504;7;37202,42759;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;161;10;Semestral;No;;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;14031;180545103707600113400;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;LICENCIADO(A)  EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS;Inactivo;;Registro calificado no renovado;n/a;;;;37202,44735;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;162;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;19514;180543726207600113100;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA;LICENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA;Inactivo;;Registro calificado no renovado;n/a;;;;37720;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;158;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;14025;180540040007600112300;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA;LICENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA;Inactivo;;;Registro calificado;2255;36755;7;37202,40668;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Distancia (tradicional);156;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;1469;180543740007600111200;LICENCIATURA EN EDUCACION DE ADULTOS;LICENCIADO EN EDUCACION DE ADULTOS;Inactivo;;;n/a;;;;35875,34837;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106889;106889;LICENCIATURA EN EDUCACIÓN FÍSICA Y DEPORTE;LICENCIADO EN EDUCACIÓN FÍSICA Y DEPORTE;Activo;;;Registro calificado;7308;43224;7;43243,9073;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;152;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;2039013
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106330;106330;LICENCIATURA EN EDUCACION INFANTIL;LICENCIADO (A) EN EDUCACION INFANTIL;Activo;;;Acreditación de alta calidad;16806;42601;6;42913,43513;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;160;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;2180654
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3312;180543720027600113100;LICENCIATURA EN EDUCACION PREESCOLAR;LICENCIADO (A) EN EDUCACION PREESCOLAR;Inactivo;;;Acreditación de alta calidad;16806;42601;6;35875,34881;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;155;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;16248;180543720027600113101;LICENCIATURA EN EDUCACION PREESCOLAR;LICENCIADO (A) EN EDUCACION PREESCOLAR;Inactivo;;;n/a;;;;37504;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;90720;90720;LICENCIATURA EN EDUCACION PREESCOLAR;LICENCIADO (A) EN EDUCACION PREESCOLAR;Inactivo;;Registro calificado vencido y no renovado;n/a;;;;40413;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;155;10;Semestral;No;Semestral;N;Valle del Cauca;Palmira;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;1471;180544003707600111200;LICENCIATURA EN ESPAÑOL Y LITERATURA;LICENCIADO EN ESPAÑOL Y LITERATURA;Inactivo;;;n/a;;;;35875,34837;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;20886;180544103707600111500;LICENCIATURA EN LENGUAS EXTRANJERAS INGLES - FRANCES;LICENCIADO EN LENGUAS EXTRANJERAS INGLES- FRANCES;Activo;;;Acreditación de alta calidad;27740;43076;4;38343;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;184;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;2431568
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;1472;180544103707600111200;LICENCIATURA EN LENGUAS MODERNAS ENFASIS EN EDUCACION BILINGUE, TURISMO Y TRADUCCION;LICENCIADO EN LENGUAS MODERNAS ENFASIS EN EDUCACION BILINGUE, TURISMO Y TRADUCCION;Inactivo;;;n/a;;;;35875,34837;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;1473;180545103707600111200;LICENCIATURA EN MATEMATICAS;LICENCIADO EN MATEMATICAS;Inactivo;;;n/a;;;;35875,34837;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106479;106479;LICENCIATURA EN MATEMÁTICAS;LICENCIADO EN MATEMÁTICAS;Activo;;;Registro calificado;19662;43006;7;43011,91063;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;162;9;Semestral;No;Semestral;N;Valle del Cauca;Cali;2009911
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;4528;180543705107600111200;LICENCIATURA EN MATEMATICAS CON ENFASIS EN COMPUTACION;LICENCIADO EN MATEMATICAS CON ENFASIS EN COMPUTACION;Inactivo;;;n/a;;;;35875,34911;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;4783;180546100007600111100;MEDICINA;MEDICO;Activo;;;Registro calificado;2962;42073;7;35875,34914;Salud y Bienestar;Salud;Medicina;Ciencias de la salud;Medicina;Pregrado;Universitaria;Presencial;284;12;Semestral;No;Semestral;N;Valle del Cauca;Cali;10972078
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;16245;180546100007652001100;MEDICINA;MEDICO;Inactivo;;;n/a;;;;37501;Salud y Bienestar;Salud;Medicina;Ciencias de la salud;Medicina;Pregrado;Universitaria;Presencial;;12;Semestral;No;Semestral;N;Valle del Cauca;Palmira;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;108347;108347;MEDICINA VETERINARIA;MÉDICO VETERINARIO;Activo;;;Registro calificado;9033;43705;7;43731,42218;Agropecuario, Silvicultura, Pesca y Veterinaria;Veterinaria;Veterinaria;Agronomía, veterinaria y afines;Medicina veterinaria;Pregrado;Universitaria;Presencial;163;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;4500000
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3852;180546580807600111100;MERCADEO;PROFESIONAL EN MERCADEO;Activo;;;Registro calificado;3827;42429;7;35875,34892;Administración de Empresas y Derecho;Educación comercial y administración;Mercadotecnia y publicidad;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;148;8;Semestral;No;Semestral;N;Valle del Cauca;Cali;2711041
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;19502;180546580807600111201;MERCADEO;PROFESIONAL EN MERCADEO;Inactivo;;;n/a;;;;37719;Administración de Empresas y Derecho;Educación comercial y administración;Mercadotecnia y publicidad;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Valle del Cauca;Cali;
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;102852;102852;MICROBIOLOGIA;MICROBIÓLOGO (A);Activo;;;Registro calificado;8373;43980;7;41573,56279;Ciencias Naturales, Matemáticas y Estadística;Ciencias biológicas y afines;Biología;Matemáticas y ciencias naturales;Biología, microbiología y afines;Pregrado;Universitaria;Presencial;146;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;2350689
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3853;180546170607600111100;ODONTOLOGIA;ODONTOLOGO;Activo;;;Registro calificado;90;41642;8;35875,34892;Salud y Bienestar;Salud;Odontología y estudios dentales;Ciencias de la salud;Odontología;Pregrado;Universitaria;Presencial;187;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;6561968
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;5131;180541500007600111100;PSICOLOGIA;PSICOLOGO (A);Activo;;;Registro calificado;7441;42150;7;35875,34927;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Psicología;Ciencias sociales y humanas;Psicología;Pregrado;Universitaria;Presencial;162;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;4397847
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;3518;180546590107600111100;PUBLICIDAD;PUBLICISTA;Activo;;;Acreditación de alta calidad;4615;43180;6;35875,34884;Arte y Humanidades;Artes;Bellas artes;Bellas artes;Publicidad y afines;Pregrado;Universitaria;Presencial;160;8;Semestral;No;Semestral;N;Valle del Cauca;Cali;3272085
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;4634;180545400007600111200;QUIMICA;QUIMICO;Activo;;;Acreditación de alta calidad;16824;42601;5;35875,34912;Ciencias Naturales, Matemáticas y Estadística;Ciencias físicas;Química;Matemáticas y ciencias naturales;Química y afines;Pregrado;Universitaria;Presencial;187;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;2462456
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;106482;106482;QUÍMICA FARMACÉUTICA;QUÍMICO FARMACÉUTICO;Activo;;;Registro calificado;19681;43006;7;43013,65456;Ciencias Naturales, Matemáticas y Estadística;Ciencias físicas;Química;Matemáticas y ciencias naturales;Química y afines;Pregrado;Universitaria;Presencial;162;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;4185342
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;4633;180546150837600111100;TERAPIA RESPIRATORIA;TERAPEUTA RESPIRATORIO;Activo;;;Registro calificado;20524;44132;7;35875,34912;Salud y Bienestar;Salud;Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines;Ciencias de la salud;Terapias;Pregrado;Universitaria;Presencial;151;8;Semestral;No;Semestral;N;Valle del Cauca;Cali;4348336
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Activa;Universidad;Privado;;104285;104285;TRABAJO SOCIAL;TRABAJADOR (A) SOCIAL;Activo;;;Registro calificado;2746;42065;7;42070,40843;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Trabajo social;Ciencias sociales y humanas;Sociología, trabajo social y afines;Pregrado;Universitaria;Presencial;146;8;Semestral;No;Semestral;N;Valle del Cauca;Cali;2379099
1806;1806;UNIVERSIDAD LIBRE;Activa;Universidad;Privado;;103473;103473;ADMINISTRACIÓN DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Registro calificado;18703;44109;7;41842,24601;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;143;10;Semestral;No;Semestral;N;Bolívar;Cartagena de Indias;2833682
1806;1806;UNIVERSIDAD LIBRE;Activa;Universidad;Privado;;54153;54153;ADMINISTRACIÓN DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Acreditación de alta calidad;9690;43719;6;39752;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;143;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4243967
1806;1806;UNIVERSIDAD LIBRE;Activa;Universidad;Privado;;19533;180646570831300101200;CONTADURIA PUBLICA;CONTADOR PUBLICO;Activo;;;Registro calificado;735;43490;7;37720;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Presencial;163;10;Semestral;No;Semestral;N;Bolívar;Cartagena de Indias;2833682
